,Society,event_name,attendance_count,interested_count,no_reply_count,declined_count,maybe_count,total_invited_count,description,place,city,country,street,zip,latitude,longitude,society_size,Start_time,Date,Campus
872,USydQuidditch,USYD Quidditch Mafia and Card Games!,19,37,94,0,37,187,"Deatheaters have infiltrated the sleepy town of Hogsmeade and villagers are dying every night! Can the villagers work out which among them are the Deatheaters? Can the healer save the innocent ones from death? Can the Auror discover who the Deatheaters are before it's too late? 

Find out on Thursday after training where we'll all head to the pub and, in USYD Quidditch Society tradition, play Mafia and card games the whole night!",Forest Lodge Hotel,Glebe,Australia,117 Arundel Street,2037.0,-33.8839302,151.1845856,2260,18:00:00+1000,2017-09-14,0
873,USydQuidditch,Special Foodie Thursday - OWLs (Pub Trivia),22,21,80,0,21,144,"Grab your quills and dust off your textbooks, it's time to take your O.W.L.s!

This Thursday, we'll go to Kelly's on King for Irish food and pub trivia! Will you need Calming Draught or just a shot of Firewhisky? We'll do whatever it takes to achieve an Outstanding O.W.L.

Since pub trivias are usually busy, please click going on the event before Wednesday if you're keen so we can book tables ahead. 

The menu for Kelly's on King is here: http://kellysonking.com.au/menu.html
Vegan/vegetarian options are a bit limited so if you don't like what they have to offer, feel free to grab food from other places on King Street and we'll save your spot for you at the table.",Kelly's On King,Newtown,Australia,285 King Street,2042.0,-33.89628,151.17979,2260,19:00:00+1000,2017-09-07,0
876,USydQuidditch,Foodie Friday 2 - Soul Burger,14,28,98,0,28,168,"Join us after training on the 25th for Fortnightly Foodie Friday!

For this week, we'll go casual with some classic burgers and fries at Soul Burger in Glebe. See you there!",Soul Burger,Glebe,Australia,"111 Glebe Point Road, Glebe",2037.0,-33.882020000000004,151.19003999999995,2260,18:00:00+1000,2017-08-25,0
877,USydQuidditch,USYD Quidditch Karaoke Night!,15,42,88,0,42,187,"Calling all Frog Choir members and Weird Sisters fans, get your voices ready as we practice singing 'Double Trouble' and 'Do the Hippogriff'!

After training this Thursday, we'll grab some dinner and maybe drinks at Bear Bar and then we'll let our capes down and 'wrock' the night out to some sick tunes (with the help of some Firewhisky of course!)

Everyone's welcome to come and jam with us!

Venue is at K-Square Karaoke in Capitol Square in Chinatown near Central Station.

Cost is around $20 per person for 3 hours. Please bring cash and ID (if you're drinking)! :)",K Square Karaoke,Sydney,Australia,"Shop G4, Capitol Square, 730-742 George Street,",2000.0,-33.8794899,151.20585,2260,20:00:00+1000,2017-08-17,0
878,USydQuidditch,Foodie Friday 1 - Lentil as Anything,17,20,101,0,20,158,"Have you been too busy with uni to make it to trainings but still keen to meet quidditch people and hang out?

Then join us for our first fornightly Foodie Friday this semester after training at Lentil as Anything for a hearty meal and good times!

Lentil as Anything doesn't have set prices and people pay as they feel into the contribution boxes, but since we'll be a big group coming in and that'll require more volunteers to help serve us, they'll be requesting a $15 donation per person. :)",Lentil As Anything,Sydney,Australia,"391 King Street, Newtown",2042.0,-33.89959,151.1776,2260,18:00:00+1000,2017-08-11,0
880,USydQuidditch,USYD Quidditch Hogsmeade Trip (Newtown Pub Crawl),9,21,101,0,21,152,"Quick! Look out your window - can you see that dark mark twinkling in the night sky? Put the Pumpkin Juice down and get the Butterbeer flowing… USYD Quidditch Society is signalling all 18+ muggles & magical creatures to give into their temptations and partake in sinister potions this approaching Thursday evening. 

We're halfway through a year of magic and quidditch and what’s a better way to celebrate than a trip to Hogsmeade, or as the muggles call it, Newtown?

Join us after Quidditch practice this Thursday and come to The Three Broomsticks (Hermann’s Bar) at 5:30pm! Come with friends, or come alone, our Prefects will make sure you feel welcome and won’t get lost and wander to the Hog’s Head. It'll be a magical night of butterbeer and firewhisky frivolity (or just pumpkin juice, if that's more your thing :) ).

Information about which pubs/bars we'll be hitting up and at what times will be forthcoming. 

Don't forget your Hogsmeade Permission Slips! (IDs)

See you there!",Manning Bar,Sydney,Australia,"Manning House, Manning Rd, University of Sydney",2050.0,-33.88679946,151.187771,2260,17:30:00+1000,2017-08-10,0
884,USydQuidditch,Quidditch At Sydney Uni Meet and Greet,14,50,85,0,50,199,"Are you a Potterhead? Enthralled by the idea of a tackle-dodgeball sport? Looking to sprinkle a little magic into you university adventure? Then come meet your fellow muggles at Victoria Park this Tuesday afternoon (Wk 1) from 2-5pm and find out all about quidditch and the USYD Unspeakables! 

Tuesday 'Come and Try Training' Event link
https://www.facebook.com/events/318653825228049/

Afterwards, we'll be hanging out at Webster's Bar in Newtown for some drinks and jazzy tunes. Can't make it to the Come and Try session? No worries, join us at Webster's anyway and you can try quidditch on Thursday or Friday.

Thursday 2pm - 5pm 
Friday 2pm - 5pm 
@Victoria Park, behind Law Lawns/Law Library",Webster's Bar,Newtown,Australia,323 King St,2042.0,-33.89696,151.17905,2260,18:00:00+1000,2017-08-01,0
886,USydQuidditch,Sydney Uni Quidditch Birthday Drinks!,20,47,79,0,47,193,"Sydney University Quidditch Society turns 5! Oh and Harry Potter turns 37 too.

Come celebrate five years of quidditch and magic in Sydney Uni on the first day of the semester! If you've always been keen to come try quidditch or get involved with Harry Potter events on campus, feel free to drop by and join us. We'll start the semester right with a toast to The Boy Who Lived.

We'll be hanging out at the Forest Lodge Hotel (Flodge, for short) from 6:00pm. See you there!

P.S. Bring your ID if you plan to drink some Firewhisky instead of Butterbeers :)",Forest Lodge Hotel,Glebe,Australia,117 Arundel Street,2037.0,-33.8839302,151.1845856,2260,18:00:00+1000,2017-07-31,0
888,USydQuidditch,End of Semester Foodie Friday!,16,41,0,0,41,98,"Join us for the last Foodie Friday of the semester as we slurp on some ramen in Gumshara in Chinatown! If ramen's not your thing, then there are also other options in the food court.

Also, it's Kat's birthday so come celebrate :) There are plans to watch a movie (Wonder Woman) in George St after dinner and also to check out Vivid. So it'll be a fun night before studying for exams!",Gumshara Ramen,Haymarket,Australia,"Eating World Harbour Plaza, Shop 211, 25-29 Dixon Street",2000.0,-33.877790000000005,151.20366,2260,18:00:00+1000,2017-06-09,0
889,USydQuidditch,Foodie Friday!,8,7,0,0,7,22,"Come join us after quidditch training this Friday for some good times and strategy talk before Triwiz :)

The pub is offering cheeseburger, chips and a schooner for $17.",The Friend In Hand Hotel Glebe,Glebe,Australia,58 Cowper Street,2037.0,-33.88145,151.19262,2260,18:00:00+1000,2017-05-19,0
890,USydQuidditch,USyd Quidditch goes Disco Ice Skating (plus 3rd Foodie Friday),18,47,7,0,47,119,"Are you ready to get your boogie on? Because we're going ice skating y'all! Disco ice skating to be exact! 
Glide and slide to the latest pop and dance beats mixed by the resident DJ, while also enjoying the spectacular laser show and smoke machines.

The ice rink is at Macquarie Centre (alight at Macquarie University Station if traveling by train).

Prices are $23 for students and $24 for adults and includes skate hire. Students must provide valid ID at entry to receive student discount.

But if you can't make it to ice skating, don't fret cause we're also having our 3rd Foodie Friday after training. Come join us at Rice Paper in Newtown for some good Vietnamese food (vegetarian/vegan options included) before we all head off together to Macquarie Centre.

See you groovy things there!",Macquarie Ice Rink,Macquarie Park,Australia,Cnr Waterloo & Herring Rds,2113.0,-33.777381899999995,151.118042,2260,17:00:00+1000,2017-05-05,0
892,USydQuidditch,USyd Quidditch DADA Class: Laser Tag,16,35,2,0,35,88,"Drop your textbooks and draw your wands! Dumbledore’s Army needs you.

Next week, we’ll be learning the ways to train our wand skills and defend against the Death Eaters coming after us. 

Join the USyd Quidditch Society as we play Laser Tag on Tuesday. If you’ve already started studying this Easter holiday, then it’ll be a good break, and if you haven’t started studying, well then it’s a good way to procrastinate!

Laser Tag is Strike Macquarie at Macquarie Centre (alight at Macquarie University Station if going by train).

Tuesdays is Cheap Uni Night (from 5pm onwards) at Strike so for $10 (if you show your student ID), you can get unlimited:
•	Laser tag
•	Bowling
•	Pool
•	Karaoke
And $4 Coronas and basic specials, plus $4 for 20 chicken wings.

*Please note: Due to liquor license regulations under 18s are NOT permitted in the venue after 8pm.",Strike Bowling Bar Macquarie,Macquarie Park,Australia,Waterloo Rd,2113.0,-33.77640779,151.11941069999997,2260,17:00:00+1000,2017-04-18,0
893,USydQuidditch,USyd Quidditch Karaoke Night!,21,65,24,0,65,175,"Calling all Frog Choir members and Weird Sisters fans, get your voices ready as we practice singing 'Double Trouble' and 'Do the Hippogriff'!

After training on Thursday, we can grab some dinner and maybe drinks at Bear Bar and then we'll let our capes down and 'wrock' the night out to some sick tunes (with the help of some Butterbeer of course!)

Everyone's welcome to come and jam with us!

Venue is at K-Square Karaoke in Capitol Square in Chinatown near Central Station.

Cost: $8.5 per person per hour",K Square Karaoke,Sydney,Australia,"Shop G4, Capitol Square, 730-742 George Street,",2000.0,-33.8794899,151.20585,2260,19:30:00+1000,2017-04-13,0
894,USydQuidditch,USyd Quidditch and the Philosopher's Harry Potter Trivia!,111,224,141,0,224,700,"Double double, toil and trouble! This year, we'll be bringing you FOUR Harry Potter trivia nights - two per semester!  So draw your wand, swing on your most dashing robe, and jump on your broom, as the Sydney University Qudditch Society presents Harry Potter Trivia.

The first one will be on 11 April, Tuesday. Grab a butterbeer and dust off your spellguides as you and your team battles it out for a treasure trove that would make a dragon emerald with envy. 

Our second trivia night for semester 1 (""USyd Quidditch and the Chamber of Harry Potter Trivia"" - you get the pattern...)  will be on May 9th, in week 9! (Event will go live closer to the time, but save the date!).

Please arrive at 7pm for a 7:30pm start, and we expect the competition to finish around 10:00pm.

There will be prizes for mini-games, the best dressed, and reigning champs of the night, so dust of your best dress robes, call the team together, and fly in before tickets fly out!

Quidditch Society Member: $7
Access Member: $12
Non-Access: $15

Registration forms are here:
For individuals: 
https://docs.google.com/forms/d/1MyjBzaWJNpw5sPfZ20OWYrSyyC1iAfJcTdIb9Il5Bvc/
For teams:
https://docs.google.com/forms/d/1QE7oxWzS2Tcmk-7tH9EhqfX9s7BV3fFdWTxqLrFa5YE/

After signing up you will receive a confirmation email that you (or your team representative) must respond to, or your place may be offered to people on the waiting list. Payment information will be included in this email. When signing up you will need a team name, the members of your team, their Access card numbers and their membership status in the Usyd Quidditch Society. Tickets sold out within the day for last year's trivia so get in fast! (We'll give you plenty of warning before the form goes live :) ) 

Suggested team sizes are 6-10 wizfolk, and if you are struggling to find fellow comrades well-versed in the art of witchcraft and nerdistry, sign up as an individual and we'll find you a Harry Potter family for the night.

Note that trivia will cover EVERYTHING - the books of course, and movies, behind the scenes, the world of HP, the fandom, and of course, quidditch (both fictional and real life!).

If you have any questions please message this page or email quidditchsoc@gmail.com.",Manning Bar,Sydney,Australia,"Manning House, Manning Rd, University of Sydney",2050.0,-33.88679946,151.187771,2260,19:00:00+1000,2017-04-11,0
895,USydQuidditch,Foodie Friday 2 - The Pie Tin,10,33,7,0,33,83,"This week's Foodie Friday is at The Pie Tin in Newtown!

Join us after training and the General Meeting on Friday for some tasty savoury pies and delicious dessert pies.

All welcome :)",The Pie Tin,Newtown,Australia,1a  Brown Street,2042.0,,,2260,19:30:00+1000,2017-04-07,0
898,USydQuidditch,Foodie Friday 1 - Alice's Thai,12,18,35,0,18,83,"Join us for a casual post training teams/club dinner this Friday, at Alice's Thai in Newtown, ahead of our first tournament of the year!! :) 

We aim to make #FoodieFridays a fortnighly thing this year, just to hang out and chill. All welcome :)",Alice's Thai Newtown,Sydney,Australia,107 King Street,2042.0,-33.892790000000005,151.1845899,2260,17:30:00+1100,2017-03-24,0
901,USydQuidditch,Usyd Quidditch Come and Try! (Friday Wk2),13,17,32,0,17,79,"Quidditch is a fast paced, mixed gender, contact sport, and we are open to anyone of any ability joining :) 

This week we're going straight into training from 2-5pm, as we will be for the rest of semester. 

Whether you're just here because it's the magical sport from Harry Potter or you just want to try something new and pretty damn awesome, everyone is welcome. Trainings are pretty relaxed :) 

Come and Try!",Victoria Park,Sydney,Australia,,2007.0,-33.88628116,151.1927517,2260,14:00:00+1100,2017-03-17,0
902,USydQuidditch,Usyd Quidditch Come and Try! (Thursday Wk2),8,9,38,0,9,64,"Quidditch is a fast paced, mixed gender, contact sport, and we are open to anyone of any ability joining :) 

This week we're going straight into training from 2-5pm, as we will be for the rest of semester. 

Whether you're just here because it's the magical sport from Harry Potter or you just want to try something new and pretty damn awesome, everyone is welcome. Trainings are pretty relaxed :) 

Come and Try!",Victoria Park,Sydney,Australia,,2007.0,-33.88628116,151.1927517,2260,14:00:00+1100,2017-03-16,0
906,USydQuidditch,USyd Quidditch Broadway Crown Meet & Greet,16,25,46,0,25,112,"We know first week of uni is super hectic and full of all kinds of things, so this year we're having two meet and greets, to try and accommodate everyone :) Feel free to come to one or both of them. 

This one - on Wednesday - is at the Broadway Crown, who have cheap drinks deals for students on Wednesday nights :) 

Come along and meet other people in the society, talk about Harry Potter, quidditch, uni, and whatever else takes your fancy :)

If you can't make this event, check out our other meet and greet event here - https://www.facebook.com/events/401562256875225/ and keep an eye out for loads of other events on our page.",Broadway Crown,Sydney,Australia,166 Broadway Chippendale,2008.0,-33.8845039,151.1962792,2260,17:00:00+1100,2017-03-08,0
907,USydQuidditch,USyd Quidditch Hermann's Meet and Greet!,16,42,8,0,42,108,"Our first event of the year! Come and swing by Hermann's for some chill fun times, meeting other members of the society, and talking quidditch, HP, how bad/great your timetable is, and whatever else takes your fancy :)

We know first week of uni is super hectic and full of all kinds of things, so this year we're having two meet and greets, to try and accommodate everyone :) Feel free to come to one or both of them. This one - on Tuesday - is being held at Hermann's bar, a classic local student hang out at Usyd. If you can't make this event, check out our other meet and greet event here - https://www.facebook.com/events/181668315660708/ and keep and eye out on our page for loads more events :)",Hermann's Bar,Sydney,Australia,"University of Sydney, Cnr City Rd & Butlin Ave Butlin Ave",2008.0,-33.88960056,151.1903887,2260,17:00:00+1100,2017-03-07,0
908,USydQuidditch,USyd Quidditch O-Week Demo,20,49,104,0,49,222,"Escape the crowds on Eastern Avenue this first day of O week by heading on down to Victoria Park to check out some real life quidditch! 

If you've ever wanted to try chase, beat, keep, or seek, this is your chance! Quidditch is fast paced, mixed gender, tactical, and the world's fastest growing sport. 

Feel free to just come along and watch and see what it's all about, or join in!

We are USyd's quidditch club and as well as playing quidditch and competing against other teams universities around the country, we also host a number of different Harry Potter related events and socials over the year. Come along, visit our stall, or check out our page to find out more :)",Victoria Park - The University Of Sydney,Sydney,Australia,,2006.0,-33.88683558,151.1931878,2260,12:00:00+1100,2017-03-01,1
909,USydQuidditch,USyd Quidditch Info Day Demo,10,24,52,0,24,110,"Quidditch. Yes, that bizarre fictional game is in fact a very real, full contact, mixed gender, global sport. 

Yes, we do have a team. Two teams, in fact. This Info Day we'll be on the lawns in front of the Quad, playing demonstration matches to show you how quidditch works, which anyone is free to join in on. 

Quidditch prides itself on inclusivity and we welcome people of all genders, abilities, and sporting backgrounds. The sport itself is kind of like a mixture of rugby, basketball, dodgeball, and austag. Check out our highlights reel from 2015 here: https://www.youtube.com/watch?v=ZEz6WdBUa0A

How does it work? How do you score points? How does the snitch work? Come and find out and play :)","Front Lawn, University of Sydney",Sydney,Australia,,2015.0,-33.89484173,151.1928855,2260,11:30:00+1100,2017-01-05,0
911,USydQuidditch,Harry Potter Trivia - Let's Get Quizzical!,144,408,269,0,408,1229,"This semester, we're bringing double the magic with TWO nights of trivia! So draw your wand, swing on your most dashing robe, and jump on your broom, because the Sydney University Qudditch Society presents Harry Potter Trivia. 

On the nights of Monday 19th and Wednesday 21st September the butterbeer shall flow and legilimency may become your greatest weapon as you and your team battle it out for a treasure trove that would make a dragon emerald with envy. Please arrive at 7pm for a 7.30pm start, and we expect the competition to finish around 9.30pm.

Registration:
Elect one person to sign up your team of 6-10 wizard folk, or if you don't have a team you can sign up as an individual and we'll organise a team for you to be on. 

Here is the TEAM registration form for groups of 6-10:
https://goo.gl/forms/o9pLsOpkjMcCGxnb2
And here is the INDIVIDUAL registration form:
https://goo.gl/forms/WxoZH6rvbKZFzcmd2


To give as many people as possible the chance to play, you are only able to come along one night. There'll be an option to sign up for the Monday (19th) night, Wednesday (21st) night, or no preference (for which we will email the team with at least a week's notice saying which night you'll be on). 

Ticket prices are:
Members $8
Access $12
Non-Access $15

Tickets will need to be paid before the night. Information to do so will be emailed along with a registration confirmation email. 

*Monday night will be hosted at Manning Bar 
*Wednesday night will be hosted at the Bevery, in the Holme Building, near the Courtyard Cafe

This is an event for persons 18+ 
SUQS and the USU support the responsible service of alcohol.",Manning Bar,Sydney,Australia,"Manning House, Manning Rd, University of Sydney",2050.0,-33.88679946,151.187771,2260,19:00:00+1000,2016-09-19,0
912,USydQuidditch,Horcrux Hunt,45,211,151,0,211,618,"An owl to every member of Dumbledore's army - your bravery, wit, cunning, and dedication is needed. Bring your wand, dragonhide gloves, and make sure to dress warm. 
Meet at the three broomsticks. We are going on a hunt. 


The Sydney University Quidditch Society presents a campus-wide scavenger hunt! In teams of 5-7, you'll be provided a list of horcruxes to find and challenges to complete, with eternal glory for the highest scoring teams, and the most creative too. 

Check-in will begin at 4:30pm, with brooms up at 5pm, touching back down at the three broomsticks by 6:45pm.

Tickets are FREE for Sydney University Quidditch Society members, $2 for Access, and $5 for non-access card holders (general public).
You'll be able to pay on the day.

REGISTRATION
Follow this link! https://goo.gl/forms/GjfXGwgQtyuxfBOX2

If you have any questions please message this page or email quidditchsoc@gmail.com.",Hermann's Bar,Sydney,Australia,"University of Sydney, Cnr City Rd & Butlin Ave Butlin Ave",2008.0,-33.88960056,151.1903887,2260,16:00:00+1000,2016-09-02,0
913,USydQuidditch,Nerd Cruise,134,844,479,0,844,2301,"***TICKET SALES HAVE CLOSED***
Attention all nerds, geeks and pop-culture fans,


SUTEKH, Pokémon Society and Quidditch society have joined forces to create the boat cruise of the year!

The theme: cocktail cosplay. 
So that's a cocktail outfit with cosplay twist, or vise versa. Or if you prefer just one or the other :)

We will be setting sail across the harbour on the 12th of August. For those who are just trying to get through semester one, this will be the third week of semester two. 

Tickets will cost:
$44 members of one or more of SUTEKH, Pokémon Society and/or Quidditch*
$46 Non-members (with Access)
$52 Non-access (general public) 

Access card holders are those who are members of the University of Sydney Union.

Prices include food, drink (that’s beer, wine** and soft drink) and an amazing night full of conversations about your favourite fandoms. As there is alcohol everyone will need to be over 18 with a valid ID.

The cruise will depart from King Street Wharf, Darling Harbour at 7:45pm SHARP and come back to dry land at 11:45. You will need to be there at 7:15 so that we can board on time.

We hope to see you on board!


Xx SUTEKH, Pokémon Society and Quidditch society


*Even if you are in multiple societies you are only eligable for 1 ticket
**Our societies and the USU support the responsible service of alcohol. Please drink responsibly.","Darling Harbour, Sydney",Sydney,Australia,Darling Harbour,2000.0,-33.87429942,151.19981289999996,2260,19:15:00+1000,2016-08-12,0
914,USydQuidditch,Flying Class ft. Trampolines,17,77,35,0,77,206,"Get ready to hit the skies on Friday night (Wk 11)! With DJs spinning wicked tracks and bludgers soaring by your side you'll be wondering why you would have spent your Friday night any other way. 

Entry is $15 for 3hrs+ of jumpin' and jivin' + $2 for special Skyzone socks (if you don't have a pair already), kicking off at 7pm til' late. 
Early notice, going Friday of Wk 11, so anyone who's interested can organise work and study commitments. 

*Skyzone is an indoor trampoline centre with several trampoline courts, foam pits, and running walls.",Sky Zone AU,Alexandria,Australia,75 O'Riordan Street,2015.0,-33.91766,151.19359,2260,19:00:00+1000,2016-05-20,0
915,USydQuidditch,Harry Potter and the Goblet of Trivia,252,891,1133,0,891,3167,"Get ready for a night of the cunning and collaborative. For escapades of wit and valor. For a battle that will shower you in all the glory befitting one (or 10) truly deserving of the title 'Potterhead'.

There will be prizes for mini-games, the best dressed, and reigning champs of the night, so dust of your best dress robes, call the team together, and fly in before tickets fly out!

Quidditch Society Member: $8
Access Member: $12
Non-Access: $15

A link to register will be posted this Friday 25th March at midday. After signing up you will receive a confirmation email that you (or your team representative) must respond to by April 1st [no joke], or your place may be offered to people on the waiting list. Payment information will be included in this email. When signing up you will need a team name, the members of your team, their Access card numbers and their membership status in the Usyd Quidditch Society. Tickets sold out within the day for last year's trivia so get in fast! 

Suggested team sizes are 6-10 people, and if you are struggling to find fellow comrades well-versed in the art of witchcraft and nerdistry, sign up as an individual and we'll find you a Harry Potter family for the night.",Manning Bar,Sydney,Australia,"Manning House, Manning Rd, University of Sydney",2050.0,-33.88679946,151.187771,2260,19:00:00+1000,2016-04-05,0
916,USydQuidditch,Muggle Studies - Laser Tag and Bowling,17,38,28,0,38,121,"Draw your metal wand and get ready for a fight to the death - Muggle-style. 

Next week we'll be exploring the muggle realm, their strange ways of combat, and maybe, just maybe, discovering the illusive function of a rubber duck. If you've ever had an incling to find out more about these peculiar people then this is the night for you. And honestly, what more could you wish for on a Tuesday night?

The event will cost $20 per person, for unlimited laser tag and bowling until 10pm.",710 Split Bowling Fairfield,Fairfield,Australia,,2165.0,-33.8722337,150.9512779,2260,18:00:00+1100,2016-03-29,0
917,USydQuidditch,Hogsmeade Scavenger Hunt,62,185,67,0,185,499,"Quick! Look out your window - can you see that dark mark twinkling in the night sky? Put the Pumpkin Juice down and get the Butterbeer flowing…

USYD Quidditch Society is signalling all 18+ muggles & magical creatures to give into their temptations and partake in sinister potions this approaching Friday evening. 

On the night: Find your allies, form a team, and earn house points by completing the challenges whilst hopping from pub to pub. Those with the most points will win the USYD Quidditch Cup - filled with prizes & glory. 

Be careful of memory erasing spells, take photographic evidence to prove your guts & gall to the rest 
#Unspeakables #USYDquidditch

-- 

Since you have the chance to win fabulous prizes in our Hunt, there is an entry fee: $1 if you’re a Society member, $2 if you’re otherwise an access card holder, and $6 for a non-access card holder. All payments will be taken at check in. If you’re just interested in joining along for a pub crawl, that is free and you’re absolutely welcome!

Registration will open at 9am, Tuesday 8 March, and will close at 11pm on Thursday (if capacity isn’t reached before then). You can register as either as an individual or as a team (one registration per team). You will need your names, society member status and access card number, if applicable, for everyone registering. Teams can have a maximum of five people—if you register as less than 5, you will be joined with others to make friends. You will receive a confirmation email that you have successfully registered.

You can register via this link: http://goo.gl/forms/pSSkm6GiOO

The USU supports responsible drinking.",Hermann's Bar,Sydney,Australia,"University of Sydney, Cnr City Rd & Butlin Ave Butlin Ave",2008.0,-33.88960056,151.1903887,2260,18:00:00+1100,2016-03-11,0
919,USydQuidditch,Quidditch Society Meet-and-Greet,30,41,20,0,41,132,"Are you a Potterhead? Enthralled by the idea of a tackle-dodgeball sport? Looking to sprinkle a little magic into you university adventure? Then come meet your fellow muggles at Hermann’s Bar this Tuesday afternoon (Wk 1) and find out all about Quidditch and the USYD Unspeakables! 

We’ll be at Hermann’s on the grass area from 4 onwards where you can meet the team, grab some food and a drink (hello happy hour), and enjoy some jazzy tunes.",Hermann's Bar,Sydney,Australia,"University of Sydney, Cnr City Rd & Butlin Ave Butlin Ave",2008.0,-33.88960056,151.1903887,2260,16:00:00+1100,2016-03-01,0
923,USydQuidditch,Harry Potter Trivia,507,75,665,0,75,1322,"The University of Sydney Quidditch Society is proud to present to you, Harry Potter Trivia!

The event will be held on Tuesday the 22nd of September at 7pm at Manning Bar*.

We will be asking you to sign up as a team of 6-10 people, so start figuring out which of your friends is the biggest Potterhead! Alternatively you will be able to sign up as an individual and will be placed on a team with the other individuals.

This is your chance to prove that you know Harry (and his legacy) better than anyone else and to win great prizes in the process! Get out your beloved books and movies and start preparing!

TICKET PRICES
Society Member: $8
Non-Member with an Access Card: $12
Non-Member without an Access Card: $15

Registration will be open at 5:00, Tuesday, 15th of September.
If registering as a team only one person will need to sign up. This person will need the name, email and access number of everyone in their team.

Details on ticket payment will be provided when you register. All tickets will need to be paid for before the event.

*Manning Bar is an 18+ venue so you will need to be over 18 to attend.",Manning Bar,Sydney,Australia,"Manning House, Manning Rd, University of Sydney",2050.0,-33.88679946,151.187771,2260,19:00:00+1000,2015-09-22,0
925,USydQuidditch,Harry Potter Trivia Night!!,1211,114,701,0,114,2140,"The University of Sydney Quidditch Society is proud to present to you, the Harry Potter Trivia!

The event is scheduled for 18th of May 2015, starting from 7pm, live at our very own Manning Bar.

We have had successes with our previous trivia events that we have held in the past 2 years and this year's event promises to be a big one yet again.

Featuring plastic studded comedic acts such as the team clowns from the University of Sydney Unspeakables and Unbreakables, come join us for a night of fun, laughter and joy, as we test your knowledge of the Harry Potter universe.

Go re-read all the books, re-watch all the movies and re-play all the games to prepare yourself for a night that you will never forget. (Or a night that you will forget the next morning cause that also means you had fun right?)

From all of us at the University of Sydney Quidditch Society execs, we look forward to seeing you at Manning Bar on the 18th of May 2015 at 7pm.

TICKET PRICES
Society Member: $8
Non-Member with an Access Card: $12
Non-Member without an Access Card: $15",Manning Bar,Sydney,Australia,"Manning House, Manning Rd, University of Sydney",2050.0,-33.88679946,151.187771,2260,19:00:00+1000,2015-05-18,0
926,USydQuidditch,First Practice!,7,2,0,0,2,11,"Right after the information session on Thursday we'll be heading down to Victoria Park so you can all try quidditch out for yourselves.
It's going to be a ton of fun with lots of different activities so anyone can try their hand at any position, all are welcome.",Victoria Park,Sydney,Australia,,2007.0,-33.88628116,151.1927517,2260,15:00:00+1100,2015-03-05,0
928,USydQuidditch,Sydney Uni Quidditch Society: O WEEK!,21,0,9,0,0,30,"The O-Week is here and it is a chance for us to say,

""Welcome to the University of Sydney""

Over three days of festivities around the Sydney Uni grounds, we will be there in our stand waiting to welcome you to our community. You can meet members of the team and join the society! We have loads of Harry Potter themed social events throughout the year so meet our friendly team members and find out more about what we do!

And to those who are keen to play or simply want to know more about Quidditch, we also have a display game that will be happening on Wednesday, 12-1pm, 25th of February 2015, where you can watch us play a game of Quidditch to get an understanding about how it works, and then join us and play!

Come on down! We can't wait to meet you!",The University of Sydney,Sydney,Australia,Parramatta Rd,2006.0,-33.8875854,151.1900436,2260,09:00:00+1100,2015-02-25,1
930,USydQuidditch,Trip to Hogsmeade,16,20,68,0,20,124,"I hope you all have your forms signed and ready, because the weekend after Easter The University of Sydney Quidditch Society will be taking their very own trip into Hogsmeade from Hogwarts. If you need further clarification, this essentially means that as a group we will all head from Campus and venture into Newtown. It'll essentially be a pub crawl with the occasional miscellaneous shop thrown in for the sake of variety. 
Not only that, but it has come to our attention that many members of our teams and prominent figures in our society have they birthdays in April so it will also be a birthday celebration and drinks for many of the people there. So come along, grab a drink and join in the festivities of this Hogsmeade trip.","Eastern Avenue, the University of Sydney",Sydney,Australia,Eastern Ave,2006.0,-33.88808745,151.1901869,2260,18:00:00+1000,2014-04-26,1
931,USydQuidditch,Horcrux Hunt,29,24,469,0,24,546,"After breaking his soul up into several pieces and scattering them across the world, Voldemort has left a serious, not to mention gravely dangerous, task ahead for our Witches and Wizards. With clues, puzzles, codes and riddles hiding these Horcruxes, only the brave few will make it to the end and crush The Dark Lord's dreams of immortality and bigotry. 

So form your hunting teams and sign up for this adventure through The University of Sydney as the Quidditch Society present you with the Horcrux Hunt. 

Spread across three days with three rounds of clues to crack, you and your team can take it at your own pace throughout the days so you are able to go to classes and hunt during your breaks. Though be weary each round of clues will be up by 10:00 and taken down by 18:00 each day. When you solve a clue you will be required to send an email with the required information to usyd.quidditch.events@gmail.com to obtain points for your team, just remember to include your team name when sending the email through. At the end of the three days the team with the highest score wins!

To pick up your Diary and first clue on Monday, come find us along Eastern Avenue after ten with your team to start your adventure.

Prices are as follows: 
$3.00 for Quidditch Society Members
$4.50 for Access Holders
$6.00 for Non-Access Holders",The University of Sydney,Sydney,Australia,Parramatta Rd,2006.0,-33.8875854,151.1900436,2260,10:00:00+1100,2014-03-24,1
