,Society,event_name,attendance_count,interested_count,no_reply_count,declined_count,maybe_count,total_invited_count,description,start_time,place,city,country,street,zip,latitude,longitude,Sold_Out,Limit
739,USydEDSOC,SOLD OUT: EDSOC Light Up The Night Cruise 2016,256,266,405,0,266,1193,"It’s cruise season and EDSOC is back at it with the partying! By the time Week 13 rolls round, fam you’re gonna need it. This year the cruise happens to coincide with Vivid meaning you get a 4 HOUR HARBOUR CRUISE WITH VIVID VIEWS!
 
THEME: *drumrolls*
“LIGHT UP THE NIGHT”
This means glowsticks, glow in the dark body paint, white shirts, more glowsticks, vivid inspired lighty kinda stuff. We’re going all out and hiring UV lights and the lot, so come dressed (or undressed, no judgment) to impress.
 
WHO:
All students are welcome so bring your mates for a fun time. We will be checking IDs and a wristband system imposed. Only 18+ will be served alcohol.
 
PRICE:
$50 for Access
$55 for Non Access
 
BUY A TICKET ONLINE:
http://www.edsoc.org.au/edsoc-cruise-2016/
Get your ticket via this link before we sell out!!
 
BUY A TICKET IN PERSON:
Cash sales will go through our executive (president@edsoc.org.au). Please shoot us an email if you wish to buy cash tickets and we’ll have a chat.
 
WHAT THE CRUISE INCLUDES:
-       FREE pizza
-       FREE house beers
-       FREE house wines
-       FREE sparkling wines
-       Cash Bar
 
WHEN:
Friday, 3rd of June (Week 13)
 
TIMES:
Cruise times: 7 – 11pm
Departing from CASINO WHARF @ 7pm SHARP. 
Please get to the wharf by 6:30 so we can check tickets and get you on the boat efficiently. Anyone who misses the boat can cry into the ocean, lol sucks to be you.
 
SOOOO it’s time to cover yourself in neon and #getglowing
 
 
IMPORTANT THINGS TO NOTE:
*Remember to bring your IDs as external security will check them and wristbands will be issued to all of age partygoers
**USU, EDSOC and Vagabond Cruises support the Responsible Service of Alcohol
***Tickets are non-refundable by EDSOC but can be transferred between students. You must notify us if you’ve sold/bought a ticket so we can update the guest list.",2016-06-03T18:30:00+1000,Casino Wharf,,,,,,,0.0,0.0
740,USydEDSOC,EDSOC Team - 3KM RUN 2016,18,18,356,0,18,410,"Calling all budding teachers, educators, social workers or anyone involved in Education/Social Work - 

This semester has been an uphill battle for the EDSOC faculty but we have a chance to retake our rightful position as the most athletic faculty. Let's show Law what we have got! Come down and represent EDSOC in the 3km run this Wednesday Week 12. It is the last competition of the semester and promises to be the biggest!

I have it on good authority that Steve Georgakis and Remy Low have cracked open their piggy banks and will be shouting jugs at  Manning post race to help you rehydrate. And if that doesn't take your fancy there is also a FREE BBQ - you heard it, all snags for FREE!

INVITE ALL EDUCATION STUDENTS/FRIENDS/STAFF

Rules: 
1. Register on the Education roll upon arrival at the event. 

2. 1 PARTICIPANT = 1 POINT. 
You must follow the route and finish the race to receive a point for the team. You can literally hovel across the line, the more people we have complete the race the more points we will get!

3. FACULTY VOLUNTEER = 2 POINTS. Each team must provide minimum 2 marshals + 2 volunteers to help run the event BUT the more the better. This is where we got those extra points - so if you like to drink beer and stand around, this is your calling! 

If you're keen to run/walk/crawl or volunteer please click attending on this event and contact Emma Gavaghan ASAP. 

Any questions/concerns make a post on this event or contact Emma. 

Placings:
Male and female placings. 
1st = 10pts
2nd = 7pts
3rd = 5pts
4th = 3pts

This is sure to be an awesome event so come down and get around Education and have a dash for the best faculty on campus! 

Get down to Sydney Uni Oval No.1 at 2pm for a 2:30pm start!",2016-05-25T14:00:00+1000,The University Of Sydney No 1 Oval,Sydney,Australia,,2006.0,-33.888234914047,151.18496933087,0.0,0.0
741,USydEDSOC,EDSOC throws a Frisbee,7,4,129,0,4,144,"Education and Social Work - get your game face on, it is time for Ultimate Frisbee. Whether you have thrown a frisbee once on the beach or are a regular on The Square, we want you. 

WHEN: Wednesday 18th May

TIME: Meet at 10.15am for our Round 1 match starting 10.40am 

WHERE: Playing INDOORS @ SUSAC 

- 6 players on the field, 3 males + 3 females 
- sub-ins encouraged! 

This is the second last event of Semester 1 - let's boost our position on the leaderboard before the 3km run next week! Bring your friends and get around it.

Message me/post on this event if you have any Qs or quality Interfac banter to share. 

Click attending if you know you will definitely be there!",2016-05-18T10:40:00+1000,Sydney Uni Sport And Aquatic Centre,Neutral Bay,Australia,,,-33.833009884724,151.21895547969999,0.0,0.0
742,USydEDSOC,EDSOC plays Interfac Futsal,8,8,126,0,8,150,"Are you still recovering from Thursday's Interfac Pub Crawl? Did you stay at Scubar till close like I did? Re boost your body with a cheeky game of futsal (indoor soccer). 

Hello Education and Social Work legends, it is time for Futsal. 
- Wednesday 4th May >> MALES (complete)
- Wednesday 11th May >> FEMALES

Playing INDOORS @ SUSAC downstairs courts (Court 2)

- 5 players on the field, sub-ins encouraged! 
- 9 minute halves + 1 minute half time break 

I know you rigs will be fantastic, free up your Wednesday schedule and get around the Futsal. We need to increase our attendance! Message me/post on this event if you have any Qs or quality Interfac banter to share. 

Click attending if you know you will definitely be there! 

>>IMPORTANT<< 
Stay tuned for an EDSOC INTERFAC Lunch/Beers/Drinks event - it's about time we all got to know each other! Plus drinks...and food.",2016-05-04T10:20:00+1000,Sydney Uni Sport And Aquatic Centre,Neutral Bay,Australia,,,-33.833009884724,151.21895547969999,0.0,0.0
743,USydEDSOC,EDSOC goes to INTER-FAC PUB CRAWL,45,57,285,0,57,444,"EDSOC
   EDS
   ED
   E
GET LOOSE AT THE INTER-FAC PUB CRAWL 

Show your faculty pride next Thursday (28th April) at the USYD INTER-FAC PUB CRAWL! Kicking things off, we’ve got our mates down at Engo providing everyone with cheap food and booze before we head to the Royal!! 

EDSOC THEME: Heaven & Hell 
TIME: starts 3:30pm at the Cadigal Lawns

We'll see all you horny devils and innocent angels there!",2016-04-28T15:30:00+1000,Sydney University Education and Social Work Society,Sydney,Australia,"Room 406, Education Building A35, University of Sydney",2006.0,-33.886801030141,151.18942733782,0.0,0.0
744,USydEDSOC,EDSOC April General Meeting 2016,19,15,12,0,15,61,"EDSOC will be holding a General Meeting on Wednesday 27th of April at 4pm in the Education Building, Room 325. 
The meeting will discuss the endeavours of the Society, along with our events for Semester 1 and 2. We will also be holding elections to fill casual vacancies in our Executive roster. Those interested in the roles of: Fundraising and Sponsorship Officer (1) and General Executives (5), should send an email to president@edsoc.org.au stating their nomination for the role they are interested in. Those interested should be currently enrolled within the Education and Social Work Faculty, and also have ACCESS Cards in order to be considered for the position. 

The Agenda of the meeting along with the Previous Minutes can be found at the link below, for your consideration: https://drive.google.com/file/d/0B-HbPx1vdRgJS0VNWUJXRnM4V3M/view?usp=sharing
 

More details can be found on our website: 

Hope to see you there. 
EDSOC Team!

EDUCATION & SOCIAL WORK SOCIETY (EDSOC)
The University of Sydney
Room 406, Education Building A35
T | +61 29351 6350
E | president@edsoc.org.au
W | www.edsoc.org.au",2016-04-27T16:00:00+1000,Sydney University Education and Social Work Society,Sydney,Australia,"Room 406, Education Building A35, University of Sydney",2006.0,-33.886801030141,151.18942733782,0.0,0.0
745,USydEDSOC,Football Coaching Course,10,9,78,0,9,106,"Soccer Football Grassroots Certificate, Skills Training Certificate and Futsal Certificate

These are 3 hour certified football courses that are fully practical and encourage you to develop teaching practices that are based on FUN. The emphasis is on natural development i.e. learning by PLAYING football. No coaching but organising FUN football exercises is the key to helping players build a love for the game. Another highlight of the course is that the coaches are exposed to basic rules of the game as well as tips and hints on building a football culture in a completely practical setting.
This qualification will look great on your portfolio, but it also demonstrates that you have a commitment to advance yourself and your knowledge as a professional.

Participants need to register through the links below. 

Grassroots Football Certificate – 21 April – 8AM
https://education-ffa.sportingpulse.com/event.asp?ID=14286
 
Grassroots Football Certificate – 21 April – 10AM
https://education-ffa.sportingpulse.com/event.asp?ID=14287
 
Grassroots Football Certificate – 28 April – 8AM
https://education-ffa.sportingpulse.com/event.asp?ID=14288
 
Grassroots Football Certificate – 28 April – 10AM
https://education-ffa.sportingpulse.com/event.asp?ID=14289
 
Skills Training Certificate – 29 April & 2 May – 8AM
https://education-ffa.sportingpulse.com/event.asp?ID=14290
 
Futsal Certificate – 9 May – 8AM
https://education-ffa.sportingpulse.com/event.asp?ID=14291",2016-04-21T08:00:00+1000,Sydney University Education and Social Work Society,Sydney,Australia,"Room 406, Education Building A35, University of Sydney",2006.0,-33.886801030141,151.18942733782,0.0,0.0
746,USydEDSOC,TeachMeet USYD 2016,67,64,168,0,64,363,"TeachMeet USyd: ALUMNI VERSION

+Meet +Share +Inspire

#TMUSyd aims to impart tips, tricks, insights and wisdom for teachers and pre-service teachers. Free to attend. Open to all students, academics and practising teachers-- or anyone with an interest in teaching and education! Light refreshments drinks and nibbles will be provided. 

This semester, we have a stellar line up of USYD alumni who are returning to share their wisdom. If you are a USYD alumnus/alumna and would like to present, please contact anthony.gee@sydney.edu.au

For those wishing to attend, please sign up at the link above. 

Join the conversation and get excited with #TMUSyd on Wednesday 13/4/16 from 4-6pm at the History Room S223 in the USYD Quadrangle.

Following the TeachMeet, all guests are invited to ""TeachEat"" at Courtyard Café, on us!",2016-04-13T16:00:00+1000,University of Sydney Quad History Room S223,,,,,,,0.0,0.0
747,USydEDSOC,EDSOC does Swimming - Week 5,11,10,166,0,10,197,"Pump it up EDSOC Students - dust off those goggles, bring out the tight and bright cozzies and join us in the pool this Wednesday 6th April for Interfaculty Swimming. All experience levels welcome. 

Events will be 50m and 100m for: 
- Freestyle
- Breaststroke 
- Backstroke 
- Butterfly 

Get to the Aquatic Centre (SUSAC) at 11am for a sneaky dip in the pool.",2016-04-06T11:00:00+1000,Sydney University Sports and Aquatic Centre,Sydney,Australia,"Lower Ground, Darlington Rd & Codrington Street",2008.0,-33.89123,151.19106000000002,0.0,0.0
748,USydEDSOC,CARDIE CRAWL - Semester 1,55,64,129,0,64,312,"EDSOC will be hosting our Semester 1 Cardie Crawl on Thursday 24th March around Newtown! (Right after our AGM)! You can meet fellow students, bring your friends, or make new ones.

6:00pm - COURTHOUSE
7:30pm - ZANZIBAR
9:00pm - NEWTOWN HOTEL
10.30 - TOKYO SING SONG

Kicking off at 6pm for the first round of free drinks/nibbles at our beloved Courty (The Courthouse for y'all non-locals). Second round of free drinks/nibbles come out at 6:45pm so make sure you're at the Courty to get into the broke uni student spirit. Next venue is the lovely rooftop of Zanzibar at 7:30pm. Get your cocktails on and fancy drinks under the stars. Then at 9pm, we get the party going with some dancing and shots at the Newtown Hotel, before rounding out the night with terrifying Karaoke and lots more dancing at Tokyo Sing Song. 

Due to the success of last years crawls, we are spending more money on our bar tab so come and join us with your cardie to celebrate the new year.",2016-03-24T18:00:00+1100,Courthouse Hotel,Newtown,Australia,202  Australia St,2042.0,-33.89608,151.17837,0.0,0.0
749,USydEDSOC,EDSOC's AGM 2016,14,14,75,0,14,117,"EDSOC’s Annual General Meeting will take place on Thursday 24th March 2016, from 3-4pm in Room 409, the Education Building.

This meeting will elect the new Executive for 2016. To be considered for election you need to have an ACCESS card. Please email president@edsoc.org.au with your nomination for a position/s. The positions we have up for election are as follows:
The President (1)
The Vice President (Internal) (1)
The Vice President (External) (1)
The Treasurer (1)
The Secretary (1)
The Event Directors (2)
The Fundraising & Sponsorship Director (1)
The Marketing Director (1)
The Publications Director (1)
The Student Welfare Officer (1)
The Information Technology Officer (1)
The Sports Director (1)
The Undergraduate Officer (1)
The Postgraduate Officer (1)
The First Year Liaison (1)
The Women’s Officer (1)
The Queer Officer (1)
The General Executive Members (10)

Please find here the link to the Agenda and the Previous Minutes.

https://drive.google.com/file/d/0B-HbPx1vdRgJVjRpd2RxZDB4Ync/view?usp=sharing

https://drive.google.com/file/d/0B-HbPx1vdRgJczJadE9MNjBYVE0/view?usp=sharing",2016-03-24T15:00:00+1100,"Room 409, Education building, University of Sydney",,,,,,,0.0,0.0
750,USydEDSOC,EDSOC First Ever ALL Years Camp,24,42,26,0,42,134,"CALLING ALL EDUCATION AND SOCIAL WORK STUDENTS!! We want you at EDSOC’s inaugural ALL year camp!

It’s that time of year where you awkwardly try and fail to make new friends in your eduf tutes. #lolmemz
well dw cos we got chu fam.

The EDSOC exec team has put together a weekend of bonding and friendship making. There will be trivia, a high ropes activity, a waterslide and of course a party night to seal the deal of comradeship. We will be providing all the food and drinks for the weekend (yes this includes alcohol, duh).
What to bring: 
- yourselves
- a hella sik attitude 
- swimmers (for the waterslide ;) ) 
An extended itinerary and further deets will be provided closer to the date :))
Spots are limited so first in, first serve. Follow this link to purchase your tickets: http://www.edsoc.org.au/first-year-camp-2016/ 

Tickets: 
$110 for Access Members 
$115 for Non - Access Members 

Please Note = EDSOC and USU promotes the responsible service of alcohol and no BYO alcohol will be allowed. This is an 18+ event with photo identification and indemnity forms to be filled out before approval.",2016-03-18T17:00:00+1100,Cataract Scout Park,Appin,Australia,Baden Powell Dr,2560.0,-34.242746178441,150.81796098016,0.0,1.0
751,USydEDSOC,The Great Gatsby: EDSOC Ball 2015,326,42,174,0,42,584,"!!!!!! WE ARE NOW OFFICIALLY SOLD OUT OF TICKETS !!!!!!!
This year, the society embraces the grand party traditions of The Great Gatsby! So cue the flappers, feathers, pearls, bow-ties, and vintage jazz music!! This will be a night of class, fun and mischief. Here are the details:
When: Friday 30th October, 2015
Time: 7pm-midnight, please arrive at 6:45pm
Where: Dockside, Balcony Level, Cockle Bay Wharf 
Price: ACCESS $80 or NON-ACCESS $85.00
What’s Included:
      • Three course sit down dinner
      • 4.5 hour unlimited drinks package
      • DJ and dancefloor to get the party started
      • Photo booth fun and props
      • Awards and prizes to give away

Tickets for this event is now SOLD OUT. Desperately want one still? Well we don’t have any more, but you can put your name on a waiting list and hopefully *fingers crossed* someone can contact you to sell directly. Don’t forget to have the original purchaser email any updated details for you (i.e. seating arrangement and dietary requirements). EDSOC Ball 2015: Waiting List Form = http://goo.gl/forms/bOqsXSDW7l

EDSOC will do our best to organise seating arrangements by a first come, first serve basis. Also, attendees who purchase their tickets in the one transaction will have automatic preference to be seated together, unless otherwise requested or unless no tables are left for the group size. 

Choose songs you want to hear by adding it to our Spotify Playlist: https://open.spotify.com/user/1253625772/playlist/6ccyaDzFn171P7gU8bUXNU",2015-10-30T19:00:00+1100,Dockside Darling Harbour,Sydney,Australia,Darling Harbour Walk,2000.0,-33.871821915496,151.20178275143,1.0,1.0
752,USydEDSOC,TeachMeet USyd,111,15,109,0,15,250,"EDSOC & TMB Presents:

TeachMeet USyd

+Meet +Share +Inspire.

#TMUSyd aims to impart tips, tricks, insights and wisdom for teachers and pre-service teachers. Free to attend. Open to all students, academics and practicing teachers. Light refreshments drinks and nibbles will be provided. 

Join the conversation and get excited with #TMUSyd on 23/09/15 from 3-5pm at USyd Education Building Lecture Theatre 424. 

For more information and to sign-up visit: http://www.edsoc.org.au/teachmeet-usyd-2015/",2015-09-23T15:00:00+1000,"Lecture Theatre 424, Education Building, the University of Sydney",,,,,,,0.0,0.0
753,USydEDSOC,EDSOC's Semester 2 Cardie Crawl,131,30,318,0,30,509,"EDSOC will be hosting our Semester 2 Cardie Crawl on Thursday 13th August around Newtown! You can meet fellow students, bring your friends, or make new ones.

6:00pm - COURTHOUSE
7:30pm - ZANZIBAR
9:00pm - NEWTOWN HOTEL

Kicking off at 6pm for the first round of free drinks/nibbles at our beloved Courty (The Courthouse for y'all non-locals). Second round of free drinks/nibbles come out at 6:45pm so make sure you're at the Courty to get into the broke uni spirit. Next venue is the lovely rooftop of Zanzibar at 7:30pm. Get your cocktails on and fancy drinks under the stars. Then at 9pm, we get the party going with some dancing and shots at the Newtown Hotel. 

Due to the success of last semester, we are spending more money on our bar tab so come and join us with your cardie to celebrate the new semester.

http://www.edsoc.org.au/edsoc-sem2-cardie-crawl-2015/",2015-08-13T18:00:00+1000,Courthouse Hotel,Newtown,Australia,202  Australia St,2042.0,-33.89608,151.17837,0.0,0.0
754,USydEDSOC,EDSOC General Meeting August 2015,26,1,5,0,1,33,"EDSOC will be holding a General Meeting on Wednesday 12th of August at 8am in the Education Common Room, Level 4. The meeting will discuss the endeavours of the Society, along with our events for Semester 2. We will also be holding elections to fill casual vacancies in our Executive roster. Those interested in the roles of: Information Technology Officer, Postgraduate Officer or General Executive, should send an email to president@edsoc.org.au stating their nomination for the role they are interested in. Those interested should be currently enrolled within the Education and Social Work Faculty, and also have ACCESS Cards in order to be considered for the position. The Agenda of the meeting along with the Previous Minutes can be found at the link below, for your consideration: 
https://drive.google.com/open?id=0B-HbPx1vdRgJflMzejIydlRHQ181a2Z3Qlk3cWZzcnBUMkM2Q21QSUIwOFQtOFBtYzJjWDQ&authuser=0 

More details can be found on our website: http://www.edsoc.org.au/edsoc-general-meeting-august-2015/ 

Hope to see you there. 
EDSOC Team!

EDUCATION & SOCIAL WORK SOCIETY (EDSOC)
The University of Sydney
Room 406, Education Building A35
T  | +61 29351 6350
E  | president@edsoc.org.au
W | www.edsoc.org.au",2015-08-12T08:00:00+1000,Sydney University Education and Social Work Society,Sydney,Australia,"Room 406, Education Building A35, University of Sydney",2006.0,-33.886801030141,151.18942733782,0.0,0.0
755,USydEDSOC,Welcome Back BBQ,128,5,134,0,5,272,"The first Wednesday back for Semester 2 is going to be hot and sizzling!  Wednesday 29th July EDSOC will be hosting a BBQ outside the Education Faculty around lunch time. We will have some scrumptious sausages and a range of soft drinks for cheap cheap cheap! Make sure you stop by and say hi, get a dog (or two) and support your EDSOC. All the money raised will go towards putting on events FOR YOU!!

Sausage $2

Drinks $2

Sausage + Drink $3

http://www.edsoc.org.au/edsoc-sem2-bbq-2015/",2015-07-29T11:00:00+1000,Sydney University Education and Social Work Society,Sydney,Australia,"Room 406, Education Building A35, University of Sydney",2006.0,-33.886801030141,151.18942733782,0.0,0.0
756,USydEDSOC,EDSOC PRESENTS: 90's Boy/Girl Bands CRUISE,274,54,805,0,54,1187,"""So tell me what you want, what you really really want, I wanna, I wanna, I wanna, I wanna, I wanna really really really wanna zigazig ha.""

The EDSOC Cruise is by far the Society’s most successful and popular event: an evening not to be missed! It's a great chance for us to all celebrate the end of a busy semester, and enjoy a great night out with friends! SO dress up as your favourite 90's girl/boyband or member and come along... Prizes will be given out on the night for best dressed, so GO CRAZY!

ACCESS: $40.00 
NON ACCESS: $45.00
Come into the EDSOC Office (Rm 406, Education Building) for cash tickets! Online Sales are available from the website. This does incur a 3% transaction fee.
www.edsoc.org.au/cruise-2015/ 

What’s Included:
Unlimited Beer, Wine & Soft Drink
Unlimited Casual Buffet
3hr Cruise on the spectacular Sydney Harbour
An unbeatable night with friends, for an unbeatable price!

For more info: www.edsoc.org.au/cruise-2015/ 
Disclaimer: This is a 18+ event, ID and ACCESS cards will be checked on the night. EDSOC and the USU support the responsible service of alcohol",2015-06-12T19:00:00+1000,Wharf 8,Sydney,Australia,"Wharf 8, King Street Wharf, Darling Harbour",,-33.868637284056,151.20127858687,0.0,1.0
757,USydEDSOC,EDSOC General Meeting June 2015,18,2,47,0,2,69,"EDSOC will be holding a General Meeting on Thursday 4th of June at 11am in the Education Common Room, Level 4.

We will be making amendments to our constitution and holding elections to fill casual vacancies in our Executive roster. Those interested in the roles of: Fundraising & Sponsorship Director, Publications Director, Information Technology Officer, Postgraduate Officer or General Executive, should send an email to president@edsoc.org.au stating their nomination for the role they are interested in. Those interested should be currently enrolled within the Education and Social Work Faculty, and also have ACCESS Cards in order to be considered for the position. 

The Agenda of the meeting along with the Appendix can be found at the link below, for your consideration:
https://drive.google.com/folderview?id=0B-HbPx1vdRgJfmFRblVGZ3FJR3R4ZTg5XzA2RWU2TGZwcllmeFhYRHA2bjJUR1VTQ19UY1E&usp=sharing

Hope to see you there.

Kind Regards,
EDSOC Team

THE UNIVERSITY OF SYDNEY
Room 406, Education Building A35 | The University of Sydney, NSW 2006 
T +61 29351 6350 | E president@edsoc.org.au | W edsoc.org.au",2015-06-04T11:00:00+1000,Sydney University Education and Social Work Society,,,,,,,0.0,0.0
758,USydEDSOC,Education and Social Work Society Annual General Meeting,15,5,339,0,5,364,"The Annual General Meeting of the Sydney University Education and Social Work Society shall be held on the 29th of April, 2015. The meeting will involve the election of the Executive body of the Society for the 2015-2016 university year, which consists of the executive positions detailed bellow. Nominations for Executive positions may be emailed to president@edsoc.org.au. This meeting shall also involved the discussion of various constitutional amendments, which may be examined in the agenda associated with this meeting, publicised on the USU's website. 

Positions:
President (1)
Vice-President (Internal) (1)*
Vice-President (External) (1)*
Treasurer (1)
Secretary (1)
Events Directors (2)**
Marketing Director (1)**
Publications Director (1)**
Fundraising & Sponsorship Director (1)
Student Welfare Director (1)**
Sports Director (1)*
Undergraduate Liaison (1)*
Postgraduate Liaison (1) *
Women’s Officer
Queer Officer
First Year Liaison
Not more than ten (10) General Executive Members (10)",2015-04-29T13:00:00+1000,"Room 433 Education Building, Unviersity of Sydney",,,,,,,0.0,0.0
759,USydEDSOC,Cardie Crawl,70,16,255,0,16,357,"COME & JOIN US WITH YOUR CARDIE TO CELEBRATE THE NEW SEMESTER

MEET FELLOW STUDENTS, BRING YOUR FRIENDS, OR MAKE NEW ONES

NIBBLES & FIRST DRINKS ARE FREE FOR EDSOC STUDENTS AT COURTHOUSE

6:00pm - COURTHOUSE
7:30pm - ZANZIBAR
9:00pm - NEWTOWN HOTEL
10:30PM - MARLY BAR",2015-03-19T18:00:00+1100,Sydney University Education and Social Work Society,Sydney,Australia,"Room 406, Education Building A35, University of Sydney",2006.0,-33.886801030141,151.18942733782,0.0,0.0
760,USydEDSOC,EDSOC Semester 2 Cardie Crawl,30,6,175,0,6,217,"In grand tradition, the Society will once again throw on those musty cardigans, typical teacher gear and get ready for a great night to kick off Semester 2! As usual, we will be following our traditional Rocks Route, starting with the Australian Hotel (Cumberland St, The Rocks) where the Society will shout dinner and first drinks (better get in quick, they are strictly limited!)

The pub crawl will then move throughout the following iconic bars and pubs in The Rocks. Don't worry if you can't meet us at the first place, we will be updating on Facebook and sticking to the following times!

6:30pm: The Australian Hotel (food and first drinks covered by EDSOC)
8:00pm: The Glenmore Hotel
9:00pm The Harbourview Hotel
10:00pm-Late The Mercantile Hotel

EDSOC and the USU support the responsible service of alcohol",2014-08-07T18:30:00+1000,Sydney University Education and Social Work Society,Sydney,Australia,"Room 406, Education Building A35, University of Sydney",2006.0,-33.886801030141,151.18942733782,0.0,1.0
761,USydEDSOC,EDSOC 'Talk Nerdy to Me' Cruise,270,43,563,0,43,919,"Tickets AVAILABLE TO BE BOOKED ON MONDAY 28th APRIL 2014

It's that time of the year again! The Education and Social Work Society will be hosting its famous End of Semester Cruise on Friday 6th of June (this is the last teaching day of semester 1, and the last day of practicum for 4th Year B.Ed (Secondary)!

The result of our poll to pick a theme saw an overwhelming response for 'Talk Nerdy to Me: High School Stereotypes', so come as a nerd, come as a jock, come as any school stereotype you like!

Where: King Street Wharf
When: Friday 6th June, 2014
Time: 7:00pm (Markoff) 7:30pm (Departure)
What's included: Unlimited beer, wine & soft drink, and an unlimited casual buffet!

How much you ask?
Access: $40, Non Access: $45

Tickets will be available to be booked online edsoc.org.au/tickets from Monday 28th April, 2014, and from the Office late next week!

So, join us for a fantastic evening to send out the semester in style (or not so much style)!

If you have any questions, contact events@edsoc.org.au",2014-06-06T19:00:00+1000,King Street Wharf,Sydney,Australia,The Promenade,2000.0,-33.867411463931,151.20147814958,0.0,1.0
762,USydEDSOC,EDSOC Annual General Meeting,7,5,104,0,5,121,"The Sydney Univeristy Education and Social Work Society will hold its Annual General Meeting on the 1st of April, 2014 at 1pm in the Common Room of the Education Building.

The Aim of this meeting will be to discuss and vote upon constitutional changes to the Society and to elect the Executive for 2014. Tis is a unique opportunity for you to have a say on how your Society is run, and furthermore a great chance for you to get involved. 

The Agenda for the Meeting was emailed to students on Tuesday 11th of March. Nominations for Executive positions are now open and can be submitted to president@edsoc.org.au

Light refreshments will be provided for members in attendance of the Annual General Meeting.",2014-04-01T13:00:00+1100,Education Lecture Theatre 351,,,,,,,0.0,0.0
763,USydEDSOC,EDSOC Semester 1 Cardie Crawl,43,22,137,0,22,224,"Come one come all to the EDSOC Cardie Crawl!

Don your finest (or not so finest) classic teacher gear, get out those tweed jackets with patches, and those nerdy glasses and join us for a bite to eat and a few drinks to welcome in the new semester! Come along to meet the Executive, bring your fiends and meet some of our new members!

As always, pizza and first drinks are on EDSOC at the first location! 

The details:

When: Thursday 13th March, 2014
Times:
6:30pm: The Australian Hotel (food and first drinks covered by EDSOC)
8:00pm: The Glenmore Hotel
9:00pm The Harbourview Hotel
10:00pm-Late The Mercantile Hotel

EDSOC and the University of Sydney Union support the responsible service of alcohol",2014-03-13T18:30:00+1100,The Australian Heritage Hotel,The Rocks,Australia,"100 Cumberland Street, The Rocks",2000.0,-33.8598476,151.20691580000002,0.0,0.0
764,USydEDSOC,End of Year ‘Fire & Ice’ Ball 2013!,86,35,341,0,35,497,"The Education and Social Work Society Presents: The End of Year ‘Fire & Ice’ Ball 2013!

TICKETS ARE ON SALE FROM MONDAY 16 SEPTEMBER! AND CAN BE PURCHASED FROM THE EDSOC OFFICE!

Here are the Details:

Venue: The Refectory, Holme Building – The University of Sydney
Date: Friday 25th October, 2013
Time: 7:00pm
Ticket Prices: Access- $70/ Non Access: $80.00

What is included?

•	Two Course Meal (Main & Desert)
•	Beer, Wine, Sparkling Wine and Soft Drinks
•	DJ
•	All enjoyed over a spectacular and unique view with friends

This is a formal event! Don't forget to tell your friends, buy your tickets and get excited for our end of year ball! 

TICKETS ARE ON SALE FROM MONDAY 16 SEPTEMBER! AND CAN BE PURCHASED FROM THE EDSOC OFFICE!

If you would like to purchase tickets electronically- please email treasurer@edsoc.org.au

Please note:

This is an 18+ Event

The Education and Social Work Society and the University of Sydney Union support the responsible service of alcohol.",2013-10-25T19:00:00+1100,The Refectory: University Of Sydney,Sydney,Australia,"Holme Building, Science Road, Univerisity of Sydney NSW",2050.0,-33.885096947484,151.18677299425,0.0,0.0
765,USydEDSOC,EDSOC Random Acts of Kindness,11,1,35,0,1,48,"In Week 4, EDSOC will be running it's first Random Acts of Kindness!

On Thursday 22nd August 2013 between 10:00-11:30am, a team of friendly EDSOC volunteers will be around the entrance of the Education Building/Lawn, giving out free bags of delicious goodie treats! They will also be on hand to answer any of your questions regarding our upcoming events and opportunities this semester! 

Our aims are:
- To inspire others to practice kindness and pass it on to others
- To provide energy to students and encourage healthy eating habits
- To help everyone create a better world by spreading awareness and increasing engagement in kind actions

Feeling creative? We would love to include some of your creative thinking into this initiative. Simply answer this question: ""What does kindness mean to you?"" Your response can be in the form of a quote, short story, a few words or even a drawing or collage! Be creative! Please keep the maximum to 100 words. Submissions due by 9pm Tuesday 20/8/13.

Email your creative responses to: communications@edsoc.org.au 
Please include your name, degree and title of your work. 

Please feel free to invite your friends along and spread the kindness around. We look forward to seeing you at the EDSOC Random Acts of Kindness in Week 4!",2013-08-22T10:00:00+1000,Sydney University Education and Social Work Society,Sydney,Australia,"Room 406, Education Building A35, University of Sydney",2006.0,-33.886801030141,151.18942733782,0.0,0.0
